week_end_date,market,brand,product_description,upc,flavor,category,season,merchandise_condition,unit_sales,dollar_sales,price_per_unit
2022-06-18,SOUTHEAST,GARDEIN,GARDEIN SEVEN GRAIN CRISPY TENDERS 10.5OZ,1000000809224,HERB,FROZEN PLANT-BASED MEAT,Summer,Special Pack Only,479,2979.38,6.22
2022-06-18,CALIFORNIA,IMPOSSIBLE,IMPOSSIBLE CHICKEN NUGGETS 13.1OZ,1000000854391,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Summer,Display Only,825,8794.5,10.66
2022-06-18,SOUTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,REGULAR,FROZEN PLANT-BASED MEAT,Summer,Price Reductions Only,1197,6200.46,5.18
2022-06-18,TEXAS,MORNINGSTAR FARMS,MORNINGSTAR FARMS VEGGIE BURGER 9OZ,1000000656098,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Summer,Feature Only,2458,19418.2,7.9
2022-06-18,WEST,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,REGULAR,FROZEN PLANT-BASED MEAT,Summer,No Merch,602,3377.22,5.61
2022-06-18,NEW YORK,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,BACON,FROZEN PLANT-BASED MEAT,Summer,No Merch,1530,11597.4,7.58
2022-06-18,CALIFORNIA,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,BUFFALO,FROZEN PLANT-BASED MEAT,Summer,No Merch,1988,12385.24,6.23
2022-06-18,NORTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Summer,Special Pack Only,1113,6900.6,6.2
2022-06-18,NEW YORK,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,REGULAR,FROZEN PLANT-BASED MEAT,Summer,Feature Only,3121,17446.39,5.59
2022-06-25,WEST,BEYOND MEAT BEYOND BURGER,BEYOND BURGER ORIGINAL 8OZ,1000000057464,ORIGINAL,FROZEN PLANT-BASED MEAT,Summer,Special Pack Only,1539,10649.88,6.92
2022-06-25,TOTAL US,BEYOND MEAT BEYOND BURGER,BEYOND BURGER PLANT-BASED PATTIES 8OZ,1000000772224,REGULAR,FROZEN PLANT-BASED MEAT,Summer,Feature And Display,806,6383.52,7.92
2022-06-25,CALIFORNIA,BEYOND MEAT BEYOND BURGER,BEYOND BURGER PLANT-BASED PATTIES 8OZ,1000000772224,REGULAR,FROZEN PLANT-BASED MEAT,Summer,Price Reductions Only,2526,19424.94,7.69
2022-06-25,WEST,BEYOND MEAT BEYOND BURGER,BEYOND BURGER ORIGINAL 8OZ,1000000057464,ORIGINAL,FROZEN PLANT-BASED MEAT,Summer,Feature And Display,2068,17226.44,8.33
2022-06-25,SOUTHEAST,GARDEIN,GARDEIN MANDARIN ORANGE CRISPY CHKN 10.5OZ,1000000895359,REGULAR,FROZEN PLANT-BASED MEAT,Summer,Special Pack Only,1375,6187.5,4.5
2022-06-25,TEXAS,GARDEIN,GARDEIN MANDARIN ORANGE CRISPY CHKN 10.5OZ,1000000895359,ORIGINAL,FROZEN PLANT-BASED MEAT,Summer,Special Pack Only,1296,9240.48,7.13
2022-06-25,NORTHEAST,GARDEIN,GARDEIN SEVEN GRAIN CRISPY TENDERS 10.5OZ,1000000809224,ORIGINAL,FROZEN PLANT-BASED MEAT,Summer,No Merch,1804,12916.64,7.16
2022-06-25,WEST,IMPOSSIBLE,IMPOSSIBLE CHICKEN NUGGETS 13.1OZ,1000000854391,BUFFALO,FROZEN PLANT-BASED MEAT,Summer,Price Reductions Only,1840,17351.2,9.43
2022-06-25,NORTHEAST,IMPOSSIBLE,IMPOSSIBLE SPICY BURGER 12OZ,1000000211924,REGULAR,FROZEN PLANT-BASED MEAT,Summer,Feature Only,2390,22537.7,9.43
2022-06-25,TEXAS,IMPOSSIBLE,IMPOSSIBLE BURGER PLANT-BASED MEAT 12OZ,1000000808620,ORIGINAL,FROZEN PLANT-BASED MEAT,Summer,Special Pack Only,755,5300.1,7.02
2022-06-25,TOTAL US,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,BUFFALO,FROZEN PLANT-BASED MEAT,Summer,Display Only,784,5989.76,7.64
2022-06-25,MIDWEST,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Summer,Feature Only,1862,13145.72,7.06
2022-06-25,TOTAL US,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Summer,No Merch,582,4522.14,7.77
2022-06-25,NEW YORK,MORNINGSTAR FARMS,MORNINGSTAR FARMS VEGGIE BURGER 9OZ,1000000656098,CLASSIC,FROZEN PLANT-BASED MEAT,Summer,Any Merch,2288,11828.96,5.17
2022-06-25,TOTAL US,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,REGULAR,FROZEN PLANT-BASED MEAT,Summer,No Merch,725,4567.5,6.3
2022-06-25,CALIFORNIA,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,BACON,FROZEN PLANT-BASED MEAT,Summer,Feature And Display,2755,20552.3,7.46
2022-06-25,WEST,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,ORIGINAL,FROZEN PLANT-BASED MEAT,Summer,Feature And Display,2021,13055.66,6.46
2022-06-25,SOUTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Summer,No Merch,943,6874.47,7.29
2022-06-25,NORTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,CLASSIC,FROZEN PLANT-BASED MEAT,Summer,No Merch,552,3102.24,5.62
2022-06-25,MIDWEST,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,BACON,FROZEN PLANT-BASED MEAT,Summer,Feature And Display,2540,19126.2,7.53
2022-07-02,SOUTHEAST,BEYOND MEAT BEYOND BURGER,BEYOND BURGER ORIGINAL 8OZ,1000000057464,ORIGINAL,FROZEN PLANT-BASED MEAT,Summer,Any Merch,1780,15948.8,8.96
2022-07-02,NORTHEAST,GARDEIN,GARDEIN MANDARIN ORANGE CRISPY CHKN 10.5OZ,1000000895359,ORIGINAL,FROZEN PLANT-BASED MEAT,Summer,Price Reductions Only,987,6218.1,6.3
2022-07-02,TOTAL US,GARDEIN,GARDEIN ULTIMATE BEEFLESS BURGER 14OZ,1000000328237,REGULAR,FROZEN PLANT-BASED MEAT,Summer,Special Pack Only,914,5264.64,5.76
2022-07-02,CALIFORNIA,GARDEIN,GARDEIN ULTIMATE BEEFLESS BURGER 14OZ,1000000328237,ORIGINAL,FROZEN PLANT-BASED MEAT,Summer,No Merch,831,4163.31,5.01
2022-07-02,NEW YORK,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,BACON,FROZEN PLANT-BASED MEAT,Summer,Display Only,1905,11372.85,5.97
2022-07-02,NORTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS VEGGIE BURGER 9OZ,1000000656098,ORIGINAL,FROZEN PLANT-BASED MEAT,Summer,No Merch,1452,10991.64,7.57
2022-07-02,SOUTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,BACON,FROZEN PLANT-BASED MEAT,Summer,Feature And Display,1546,9368.76,6.06
2022-07-02,NORTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,ORIGINAL,FROZEN PLANT-BASED MEAT,Summer,Feature And Display,1658,12882.66,7.77
2022-07-02,FLORIDA,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,BACON,FROZEN PLANT-BASED MEAT,Summer,Price Reductions Only,2324,16198.28,6.97
2022-07-09,FLORIDA,BEYOND MEAT,BEYOND SAUSAGE PLANT-BASED LINKS 14OZ,1000000432533,ORIGINAL,FROZEN PLANT-BASED MEAT,Summer,Price Reductions Only,2482,17448.46,7.03
2022-07-09,NEW YORK,BEYOND MEAT BEYOND BURGER,BEYOND BURGER PLANT-BASED PATTIES 8OZ,1000000772224,REGULAR,FROZEN PLANT-BASED MEAT,Summer,Feature Only,2847,21551.79,7.57
2022-07-09,FLORIDA,BEYOND MEAT BEYOND BURGER,BEYOND BURGER PLANT-BASED PATTIES 8OZ,1000000772224,REGULAR,FROZEN PLANT-BASED MEAT,Summer,Feature Only,2680,25433.2,9.49
2022-07-09,NORTHEAST,GARDEIN,GARDEIN SEVEN GRAIN CRISPY TENDERS 10.5OZ,1000000809224,REGULAR,FROZEN PLANT-BASED MEAT,Summer,Display Only,902,4510.0,5.0
2022-07-09,TOTAL US,GARDEIN,GARDEIN MEATLESS MEATBALLS 12.7OZ,1000000447105,CLASSIC,FROZEN PLANT-BASED MEAT,Summer,Price Reductions Only,299,1330.55,4.45
2022-07-09,TOTAL US,GARDEIN,GARDEIN MEATLESS MEATBALLS 12.7OZ,1000000447105,REGULAR,FROZEN PLANT-BASED MEAT,Summer,Feature Only,1071,6661.62,6.22
2022-07-09,FLORIDA,IMPOSSIBLE,IMPOSSIBLE BURGER PLANT-BASED MEAT 12OZ,1000000808620,BUFFALO,FROZEN PLANT-BASED MEAT,Summer,Any Merch,3791,26461.18,6.98
2022-07-09,NORTHEAST,IMPOSSIBLE,IMPOSSIBLE SPICY BURGER 12OZ,1000000211924,REGULAR,FROZEN PLANT-BASED MEAT,Summer,Feature Only,1376,14241.6,10.35
2022-07-09,NEW YORK,IMPOSSIBLE,IMPOSSIBLE SPICY BURGER 12OZ,1000000211924,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Summer,Feature Only,2079,17754.66,8.54
2022-07-09,WEST,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,BACON,FROZEN PLANT-BASED MEAT,Summer,Feature And Display,735,4424.7,6.02
2022-07-09,FLORIDA,MORNINGSTAR FARMS,MORNINGSTAR FARMS VEGGIE BURGER 9OZ,1000000656098,BACON,FROZEN PLANT-BASED MEAT,Summer,Feature And Display,2827,20015.16,7.08
2022-07-09,NEW YORK,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,REGULAR,FROZEN PLANT-BASED MEAT,Summer,Any Merch,4305,20879.25,4.85
2022-07-09,MIDWEST,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,CLASSIC,FROZEN PLANT-BASED MEAT,Summer,Display Only,2379,14226.42,5.98
2022-07-09,TEXAS,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,REGULAR,FROZEN PLANT-BASED MEAT,Summer,Special Pack Only,817,3995.13,4.89
2022-07-09,FLORIDA,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,ORIGINAL,FROZEN PLANT-BASED MEAT,Summer,Price Reductions Only,1591,8957.33,5.63
2022-07-09,NORTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,CLASSIC,FROZEN PLANT-BASED MEAT,Summer,Special Pack Only,1489,7013.19,4.71
2022-07-16,NEW YORK,BEYOND MEAT,BEYOND BACON PLANT-BASED STRIPS 3OZ,1000000204949,ORIGINAL,FROZEN PLANT-BASED MEAT,Summer,Feature Only,692,5992.72,8.66
2022-07-16,TEXAS,BEYOND MEAT,BEYOND BREAKFAST SAUSAGE 7OZ,1000000340950,REGULAR,FROZEN PLANT-BASED MEAT,Summer,Feature Only,1146,9099.24,7.94
2022-07-16,WEST,BEYOND MEAT BEYOND BURGER,BEYOND BURGER ORIGINAL 8OZ,1000000057464,REGULAR,FROZEN PLANT-BASED MEAT,Summer,Feature Only,2614,25408.08,9.72
2022-07-16,FLORIDA,BEYOND MEAT BEYOND BURGER,BEYOND BURGER ORIGINAL 8OZ,1000000057464,ORIGINAL,FROZEN PLANT-BASED MEAT,Summer,Feature And Display,2357,20340.91,8.63
2022-07-16,WEST,GARDEIN,GARDEIN MANDARIN ORANGE CRISPY CHKN 10.5OZ,1000000895359,HERB,FROZEN PLANT-BASED MEAT,Summer,Display Only,1117,8924.83,7.99
2022-07-16,NORTHEAST,GARDEIN,GARDEIN MEATLESS MEATBALLS 12.7OZ,1000000447105,HERB,FROZEN PLANT-BASED MEAT,Summer,No Merch,1579,10721.41,6.79
2022-07-16,MIDWEST,GARDEIN,GARDEIN MANDARIN ORANGE CRISPY CHKN 10.5OZ,1000000895359,HERB,FROZEN PLANT-BASED MEAT,Summer,Any Merch,1989,10999.17,5.53
2022-07-16,TEXAS,GARDEIN,GARDEIN MEATLESS MEATBALLS 12.7OZ,1000000447105,HERB,FROZEN PLANT-BASED MEAT,Summer,Special Pack Only,891,4553.01,5.11
2022-07-16,CALIFORNIA,IMPOSSIBLE,IMPOSSIBLE CHICKEN NUGGETS 13.1OZ,1000000854391,REGULAR,FROZEN PLANT-BASED MEAT,Summer,Price Reductions Only,1206,8815.86,7.31
2022-07-16,FLORIDA,IMPOSSIBLE,IMPOSSIBLE CHICKEN NUGGETS 13.1OZ,1000000854391,ORIGINAL,FROZEN PLANT-BASED MEAT,Summer,Display Only,1243,11037.84,8.88
2022-07-16,NORTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Summer,Price Reductions Only,2211,10413.81,4.71
2022-07-16,CALIFORNIA,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,BUFFALO,FROZEN PLANT-BASED MEAT,Summer,Price Reductions Only,631,4303.42,6.82
2022-07-16,TOTAL US,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,BACON,FROZEN PLANT-BASED MEAT,Summer,Display Only,891,6415.2,7.2
2022-07-16,SOUTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS VEGGIE BURGER 9OZ,1000000656098,ORIGINAL,FROZEN PLANT-BASED MEAT,Summer,Display Only,1959,14516.19,7.41
2022-07-16,WEST,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,CLASSIC,FROZEN PLANT-BASED MEAT,Summer,Display Only,1126,7071.28,6.28
2022-07-16,CALIFORNIA,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,REGULAR,FROZEN PLANT-BASED MEAT,Summer,Feature And Display,2043,14219.28,6.96
2022-07-16,SOUTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Summer,Feature And Display,2635,18787.55,7.13
2022-07-16,SOUTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS VEGGIE BURGER 9OZ,1000000656098,BACON,FROZEN PLANT-BASED MEAT,Summer,Special Pack Only,2424,14325.84,5.91
2022-07-16,CALIFORNIA,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Summer,Price Reductions Only,2302,14433.54,6.27
2022-07-23,WEST,BEYOND MEAT,BEYOND SAUSAGE PLANT-BASED LINKS 14OZ,1000000432533,BACON,FROZEN PLANT-BASED MEAT,Summer,Special Pack Only,1813,13506.85,7.45
2022-07-23,FLORIDA,BEYOND MEAT,BEYOND BREAKFAST SAUSAGE 7OZ,1000000340950,ORIGINAL,FROZEN PLANT-BASED MEAT,Summer,Any Merch,2365,13740.65,5.81
2022-07-23,FLORIDA,GARDEIN,GARDEIN SEVEN GRAIN CRISPY TENDERS 10.5OZ,1000000809224,HERB,FROZEN PLANT-BASED MEAT,Summer,No Merch,1756,9201.44,5.24
2022-07-23,TEXAS,GARDEIN,GARDEIN SEVEN GRAIN CRISPY TENDERS 10.5OZ,1000000809224,ORIGINAL,FROZEN PLANT-BASED MEAT,Summer,No Merch,1072,5735.2,5.35
2022-07-23,TOTAL US,GARDEIN,GARDEIN MANDARIN ORANGE CRISPY CHKN 10.5OZ,1000000895359,ORIGINAL,FROZEN PLANT-BASED MEAT,Summer,No Merch,418,2227.94,5.33
2022-07-23,SOUTHEAST,GARDEIN,GARDEIN SEVEN GRAIN CRISPY TENDERS 10.5OZ,1000000809224,REGULAR,FROZEN PLANT-BASED MEAT,Summer,Special Pack Only,948,6531.72,6.89
2022-07-23,TEXAS,GARDEIN,GARDEIN ULTIMATE BEEFLESS BURGER 14OZ,1000000328237,ORIGINAL,FROZEN PLANT-BASED MEAT,Summer,Feature And Display,857,5227.7,6.1
2022-07-23,NEW YORK,GARDEIN,GARDEIN MEATLESS MEATBALLS 12.7OZ,1000000447105,HERB,FROZEN PLANT-BASED MEAT,Summer,Display Only,818,5709.64,6.98
2022-07-23,MIDWEST,GARDEIN,GARDEIN MANDARIN ORANGE CRISPY CHKN 10.5OZ,1000000895359,CLASSIC,FROZEN PLANT-BASED MEAT,Summer,Feature Only,1828,9615.28,5.26
2022-07-23,NORTHEAST,IMPOSSIBLE,IMPOSSIBLE BURGER PLANT-BASED MEAT 12OZ,1000000808620,ORIGINAL,FROZEN PLANT-BASED MEAT,Summer,Feature Only,2905,27917.05,9.61
2022-07-23,CALIFORNIA,IMPOSSIBLE,IMPOSSIBLE BURGER PLANT-BASED MEAT 12OZ,1000000808620,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Summer,Any Merch,3598,27488.72,7.64
2022-07-23,WEST,IMPOSSIBLE,IMPOSSIBLE SPICY BURGER 12OZ,1000000211924,ORIGINAL,FROZEN PLANT-BASED MEAT,Summer,Feature Only,1253,13394.57,10.69
2022-07-23,SOUTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Summer,Feature And Display,1923,10961.1,5.7
2022-07-23,MIDWEST,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,CLASSIC,FROZEN PLANT-BASED MEAT,Summer,Feature Only,1820,11484.2,6.31
2022-07-23,TOTAL US,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,CLASSIC,FROZEN PLANT-BASED MEAT,Summer,Display Only,853,6030.71,7.07
2022-07-23,TOTAL US,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,BACON,FROZEN PLANT-BASED MEAT,Summer,Display Only,2522,19797.7,7.85
2022-07-23,NORTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,ORIGINAL,FROZEN PLANT-BASED MEAT,Summer,No Merch,763,4188.87,5.49
2022-07-23,NEW YORK,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,BACON,FROZEN PLANT-BASED MEAT,Summer,Feature And Display,2715,15638.4,5.76
2022-07-23,NEW YORK,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Summer,Display Only,2174,11957.0,5.5
2022-07-23,NEW YORK,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,ORIGINAL,FROZEN PLANT-BASED MEAT,Summer,Price Reductions Only,1030,5366.3,5.21
2022-07-23,CALIFORNIA,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Summer,Feature And Display,874,4946.84,5.66
2022-07-23,CALIFORNIA,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,ORIGINAL,FROZEN PLANT-BASED MEAT,Summer,Price Reductions Only,1851,8607.15,4.65
2022-07-23,TEXAS,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Summer,Feature Only,3117,24156.75,7.75
2022-07-23,FLORIDA,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,REGULAR,FROZEN PLANT-BASED MEAT,Summer,Feature And Display,1304,7315.44,5.61
2022-07-23,MIDWEST,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Summer,No Merch,395,2338.4,5.92
2022-07-30,NORTHEAST,GARDEIN,GARDEIN ULTIMATE BEEFLESS BURGER 14OZ,1000000328237,REGULAR,FROZEN PLANT-BASED MEAT,Summer,No Merch,531,3493.98,6.58
2022-07-30,SOUTHEAST,GARDEIN,GARDEIN ULTIMATE BEEFLESS BURGER 14OZ,1000000328237,CLASSIC,FROZEN PLANT-BASED MEAT,Summer,No Merch,628,4452.52,7.09
2022-07-30,TOTAL US,GARDEIN,GARDEIN ULTIMATE BEEFLESS BURGER 14OZ,1000000328237,CLASSIC,FROZEN PLANT-BASED MEAT,Summer,Price Reductions Only,533,2355.86,4.42
2022-07-30,MIDWEST,GARDEIN,GARDEIN SEVEN GRAIN CRISPY TENDERS 10.5OZ,1000000809224,HERB,FROZEN PLANT-BASED MEAT,Summer,Display Only,853,7088.43,8.31
2022-07-30,FLORIDA,GARDEIN,GARDEIN SEVEN GRAIN CRISPY TENDERS 10.5OZ,1000000809224,HERB,FROZEN PLANT-BASED MEAT,Summer,Special Pack Only,644,4134.48,6.42
2022-07-30,SOUTHEAST,IMPOSSIBLE,IMPOSSIBLE SPICY BURGER 12OZ,1000000211924,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Summer,Feature Only,827,7161.82,8.66
2022-07-30,NORTHEAST,IMPOSSIBLE,IMPOSSIBLE CHICKEN NUGGETS 13.1OZ,1000000854391,BUFFALO,FROZEN PLANT-BASED MEAT,Summer,Feature And Display,626,5659.04,9.04
2022-07-30,MIDWEST,MORNINGSTAR FARMS,MORNINGSTAR FARMS VEGGIE BURGER 9OZ,1000000656098,REGULAR,FROZEN PLANT-BASED MEAT,Summer,Feature Only,1228,8338.12,6.79
2022-07-30,SOUTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS BACON STRIPS 5.25OZ,1000000470437,BUFFALO,FROZEN PLANT-BASED MEAT,Summer,Special Pack Only,2408,13846.0,5.75
2022-07-30,FLORIDA,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,CLASSIC,FROZEN PLANT-BASED MEAT,Summer,Special Pack Only,2309,15123.95,6.55
2022-07-30,MIDWEST,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,BUFFALO,FROZEN PLANT-BASED MEAT,Summer,Any Merch,2687,14751.63,5.49
2022-07-30,NORTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Summer,Feature Only,1182,7647.54,6.47
2022-07-30,NEW YORK,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,BACON,FROZEN PLANT-BASED MEAT,Summer,Special Pack Only,1792,8995.84,5.02
2022-07-30,FLORIDA,MORNINGSTAR FARMS,MORNINGSTAR FARMS VEGGIE BURGER 9OZ,1000000656098,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Summer,Special Pack Only,1153,6745.05,5.85
2022-08-06,NEW YORK,BEYOND MEAT BEYOND BURGER,BEYOND BURGER PLANT-BASED PATTIES 8OZ,1000000772224,ORIGINAL,FROZEN PLANT-BASED MEAT,Summer,Special Pack Only,1372,11195.52,8.16
2022-08-06,TOTAL US,BEYOND MEAT BEYOND BURGER,BEYOND BURGER ORIGINAL 8OZ,1000000057464,ORIGINAL,FROZEN PLANT-BASED MEAT,Summer,No Merch,432,3805.92,8.81
2022-08-06,FLORIDA,GARDEIN,GARDEIN ULTIMATE BEEFLESS BURGER 14OZ,1000000328237,HERB,FROZEN PLANT-BASED MEAT,Summer,Display Only,771,4764.78,6.18
2022-08-06,MIDWEST,GARDEIN,GARDEIN SEVEN GRAIN CRISPY TENDERS 10.5OZ,1000000809224,HERB,FROZEN PLANT-BASED MEAT,Summer,Special Pack Only,304,2267.84,7.46
2022-08-06,WEST,GARDEIN,GARDEIN MANDARIN ORANGE CRISPY CHKN 10.5OZ,1000000895359,HERB,FROZEN PLANT-BASED MEAT,Summer,No Merch,1000,5790.0,5.79
2022-08-06,NEW YORK,IMPOSSIBLE,IMPOSSIBLE SPICY BURGER 12OZ,1000000211924,REGULAR,FROZEN PLANT-BASED MEAT,Summer,No Merch,1295,12807.55,9.89
2022-08-06,FLORIDA,IMPOSSIBLE,IMPOSSIBLE CHICKEN NUGGETS 13.1OZ,1000000854391,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Summer,Special Pack Only,1714,12786.44,7.46
2022-08-06,FLORIDA,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,BACON,FROZEN PLANT-BASED MEAT,Summer,Display Only,1902,14569.32,7.66
2022-08-06,FLORIDA,MORNINGSTAR FARMS,MORNINGSTAR FARMS VEGGIE BURGER 9OZ,1000000656098,ORIGINAL,FROZEN PLANT-BASED MEAT,Summer,Any Merch,2923,15725.74,5.38
2022-08-06,TOTAL US,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,ORIGINAL,FROZEN PLANT-BASED MEAT,Summer,Price Reductions Only,1285,8326.8,6.48
2022-08-06,NORTHEAST,MORNINGSTAR FARMS,MORNINGSTAR FARMS BUFFALO WINGS 8OZ,1000000049755,BACON,FROZEN PLANT-BASED MEAT,Summer,Feature And Display,1854,14201.64,7.66
2022-08-06,TOTAL US,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,SPICY BLACK BEAN,FROZEN PLANT-BASED MEAT,Summer,Price Reductions Only,2217,13324.17,6.01
2022-08-06,CALIFORNIA,MORNINGSTAR FARMS,MORNINGSTAR FARMS ORIGINAL BURGER 8OZ,1000000838805,REGULAR,FROZEN PLANT-BASED MEAT,Summer,Feature And Display,1303,8274.05,6.35
2022-08-06,WEST,MORNINGSTAR FARMS,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER 9OZ,1000000358716,REGULAR,FROZEN PLANT-BASED MEAT,Summer,Feature Only,979,6246.02,6.38
